,housing_median_age,total_rooms,long_lat_cluster,median_income_Power2,ocean_proximity_INLAND,ocean_proximity_NEAR OCEAN,median_income_Power2_multiply_housing_median_age,median_income_Power2_divide_long_lat_cluster,median_house_value
2350,-1.2521273,-0.32458726,2,0.1734648,1.0,0.0,-0.21720001,0.0867324024438858,83600.0
9512,1.8225651,-0.7159687,3,-0.8096351,0.0,0.0,-1.4756126,-0.26987836758295697,112900.0
3734,0.12091529,-1.8757879,0,0.39643767,0.0,0.0,0.047935378,0.0,216700.0
470,1.8225651,-0.39541855,1,-1.2671081,0.0,0.0,-2.309387,-1.2671080827713013,156900.0
4448,1.4414437,-0.7439119,0,-1.465901,0.0,0.0,-2.1130137,0.0,191700.0
7802,1.1345036,-0.8743574,0,0.52222866,0.0,0.0,0.5924703,0.0,166000.0
8595,0.35740978,-0.7827926,0,1.0013121,0.0,0.0,0.35787874,0.0,359400.0
14628,-0.924826,-1.5855335,4,-0.72473663,0.0,1.0,0.6702553,-0.18118415772914886,67500.0
8263,1.2882162,0.03432096,0,-0.4125034,0.0,1.0,-0.5313936,0.0,220000.0
6364,0.35740978,0.27089316,0,1.4184306,1.0,0.0,0.5069609,0.0,500001.0
14691,0.27877948,-0.47605643,4,-0.118177116,0.0,1.0,-0.032945354,-0.029544278979301453,178100.0
12173,-0.924826,0.73043203,4,-1.0230825,1.0,0.0,0.9461733,-0.25577062368392944,89300.0
5733,0.19995128,1.4818708,0,1.5281829,0.0,0.0,0.3055621,0.0,446100.0
8736,-0.76203185,0.9310671,0,0.97422713,0.0,0.0,-0.7423921,0.0,310000.0
120,0.9802747,0.33590105,1,1.2537314,0.0,0.0,1.2290012,1.253731369972229,366100.0
14336,1.2114224,-1.7131909,4,-1.5621161,0.0,1.0,-1.8923825,-0.3905290365219116,262500.0
6164,0.67012244,-0.9991355,0,-0.18025951,0.0,0.0,-0.12079594,0.0,189000.0
8360,1.2882162,0.10077643,0,1.0833255,0.0,0.0,1.3955575,0.0,188200.0
7597,0.27877948,-1.0055026,0,-1.1161426,0.0,0.0,-0.31115764,0.0,98300.0
16030,1.8225651,-1.202206,1,0.45923153,0.0,0.0,0.8369793,0.45923152565956116,231900.0
13144,1.1345036,-0.16492732,5,-0.4470432,1.0,0.0,-0.5071721,-0.08940864205360413,136800.0
19264,0.51411223,-1.0208337,1,-0.9516423,0.0,0.0,-0.48925093,-0.9516422748565674,145000.0
268,1.8225651,0.28260386,1,0.51507205,0.0,0.0,0.93875235,0.5150720477104187,164400.0
17992,0.12091529,0.90813637,1,-0.059393954,0.0,0.0,-0.0071816375,-0.059393953531980515,260000.0
7574,1.2882162,-0.9063296,0,-0.037395686,0.0,0.0,-0.04817373,0.0,110700.0
9205,-1.7469116,0.76255506,2,-0.40652335,1.0,0.0,0.7101604,-0.20326167345046997,147800.0
6944,0.67012244,-0.8342527,0,-0.021578766,0.0,0.0,-0.014460416,0.0,160700.0
1837,0.51411223,-1.0439628,1,-0.941384,0.0,0.0,-0.48397705,-0.9413840174674988,141700.0
10447,-1.1700983,0.6861591,4,1.4603537,0.0,1.0,-1.7087574,0.36508843302726746,358800.0
9903,0.35740978,1.1879269,1,0.97770476,0.0,0.0,0.34944123,0.9777047634124756,281100.0
2727,-0.43834656,-0.34825644,4,-1.7590828,1.0,0.0,0.7710879,-0.4397706985473633,60400.0
18421,-1.1700983,0.7580796,1,0.36064538,0.0,0.0,-0.42199054,0.3606453835964203,236200.0
283,-0.5190162,2.6198082,1,1.2638268,0.0,0.0,-0.6559466,1.263826847076416,371000.0
18708,0.51411223,-0.022523867,3,-0.5518371,1.0,0.0,-0.2837062,-0.18394569555918375,75600.0
18829,-0.2775492,0.18302776,3,-0.662267,1.0,0.0,0.1838117,-0.22075567642847696,64600.0
14018,1.8225651,-1.3815953,4,-0.76333845,0.0,1.0,-1.391234,-0.19083461165428162,225000.0
3167,0.19995128,1.6247438,2,-1.334887,1.0,0.0,-0.26691237,-0.6674435138702393,54600.0
2449,-1.0064436,0.41254374,2,0.45199212,1.0,0.0,-0.4549046,0.22599606215953827,120900.0
451,0.12091529,-0.6081157,1,-1.4308115,0.0,0.0,-0.173007,-1.4308115243911743,268800.0
2103,1.7465514,-0.62037903,2,-0.16776252,1.0,0.0,-0.29300585,-0.08388125896453857,70100.0
5003,1.6704355,-0.40559143,0,0.4820029,0.0,0.0,0.8051548,0.0,194300.0
13375,-2.0790422,1.5219067,0,1.0280217,1.0,0.0,-2.1373005,0.0,206300.0
5766,0.12091529,-2.675568,0,0.87156343,0.0,0.0,0.10538535,0.0,162500.0
4305,0.27877948,0.07975682,0,-1.2388254,0.0,0.0,-0.34535912,0.0,226700.0
15316,-0.76203185,-0.14706418,4,-1.7290882,0.0,1.0,1.3176203,-0.4322720468044281,166100.0
6771,1.8225651,-0.31480762,0,0.18707153,0.0,0.0,0.34095004,0.0,364800.0
8398,1.0574557,0.30825624,0,-0.53152263,0.0,0.0,-0.5620616,0.0,177500.0
6829,1.2882162,-1.038809,0,0.64330626,0.0,0.0,0.8287176,0.0,244800.0
2334,0.27877948,-1.049124,2,-1.6278204,1.0,0.0,-0.4538029,-0.813910186290741,54600.0
12814,-1.6641525,2.9601717,5,0.1380525,1.0,0.0,-0.2297404,0.027610498666763305,134500.0
12954,-1.1700983,2.4677238,5,-0.7655623,1.0,0.0,0.8957831,-0.15311245918273925,121200.0
10409,-1.9958508,-0.7768674,0,1.2938502,0.0,0.0,-2.582332,0.0,260800.0
13313,0.51411223,0.28841853,0,-1.6563927,1.0,0.0,-0.85157174,0.0,113200.0
13258,-0.924826,0.91807145,0,-0.76060134,1.0,0.0,0.7034239,0.0,137500.0
2127,-1.0882025,0.205213,2,-0.3068782,1.0,0.0,0.33394563,-0.15343910455703735,74600.0
2767,-1.0882025,-0.13027361,4,-1.2543709,1.0,0.0,1.3650095,-0.31359273195266724,54300.0
5852,0.8254944,-0.08692203,0,0.043737255,0.0,0.0,0.036104858,0.0,250000.0
2414,-1.0882025,-0.71481067,2,-1.4386643,1.0,0.0,1.5655581,-0.7193321585655212,63300.0
18034,-0.19743578,0.33465677,1,1.2943938,0.0,0.0,-0.25555965,1.29439377784729,335900.0
8286,1.8225651,0.08126944,0,0.43526465,0.0,1.0,0.7932981,0.0,393900.0
5599,0.5922002,0.091809064,0,-0.29067993,0.0,0.0,-0.17214072,0.0,182300.0
3736,0.27877948,0.9041406,0,0.031647895,0.0,0.0,0.008822784,0.0,312700.0
5859,1.2882162,-0.5132015,0,0.15364446,0.0,0.0,0.19792728,0.0,235500.0
11436,-0.35785517,1.169854,0,1.1755177,0.0,0.0,-0.4206651,0.0,289800.0
6924,0.74788505,0.111901574,0,0.19329375,0.0,0.0,0.1445615,0.0,171000.0
12929,-1.0882025,1.7934213,5,1.078899,1.0,0.0,-1.1740606,0.21577980518341064,232300.0
6817,0.74788505,-0.18026307,0,0.27570105,0.0,0.0,0.20619269,0.0,205200.0
20077,-1.0064436,-0.57058436,5,-0.7900896,1.0,0.0,0.7951806,-0.1580179214477539,118800.0
17833,-0.924826,0.044467516,1,1.1262882,0.0,0.0,-1.0416206,1.1262881755828857,199100.0
9691,0.35740978,0.6998351,1,-0.08127706,0.0,0.0,-0.029049214,-0.08127705752849579,158100.0
17794,1.0574557,0.53009796,1,0.13987657,0.0,0.0,0.14791328,0.1398765742778778,167900.0
17060,0.12091529,0.5529067,1,0.15726264,0.0,1.0,0.019015457,0.1572626382112503,427600.0
20288,-0.2775492,-0.46660116,0,0.33082998,0.0,1.0,-0.091821596,0.0,188000.0
3706,-0.43834656,-0.19299781,0,-1.1863749,0.0,0.0,0.5200434,0.0,162500.0
9993,-0.924826,-1.4014082,5,0.09369949,1.0,0.0,-0.08665573,0.01873989850282669,163500.0
18376,-1.1700983,1.5035464,1,1.9017147,0.0,0.0,-2.225193,1.9017146825790405,459200.0
6773,0.5922002,1.618829,0,0.22317149,0.0,0.0,0.1321622,0.0,319700.0
8683,0.19995128,0.63735646,0,0.23857439,0.0,0.0,0.04770325,0.0,298400.0
9578,-0.037821658,0.046798814,5,-1.3445245,1.0,0.0,0.050852146,-0.26890490055084226,83000.0
7876,-0.35785517,0.7244628,0,-0.71205914,0.0,0.0,0.25481406,0.0,168200.0
11866,-1.4165713,-1.2881067,3,-1.4906296,1.0,0.0,2.111583,-0.4968765179316203,137500.0
6942,0.5922002,-0.57826537,0,0.36875656,0.0,0.0,0.21837772,0.0,165800.0
13230,-1.0064436,0.52097064,0,1.4179081,1.0,0.0,-1.4270445,0.0,392900.0
13768,-1.1700983,1.5351381,4,-1.2866906,1.0,0.0,1.5055544,-0.321672648191452,173200.0
3233,-0.43834656,-2.3944123,2,-0.91272044,1.0,0.0,0.40008786,-0.45636022090911865,100000.0
14608,-0.037821658,0.783385,4,0.7579778,0.0,1.0,-0.028667977,0.18949444591999054,204000.0
17749,0.35740978,-1.1526628,1,0.3843783,0.0,0.0,0.13738057,0.3843783140182495,165000.0
16421,0.041660286,-1.9280097,5,-0.71874094,1.0,0.0,-0.029942954,-0.14374818801879882,103100.0
12278,-1.8297834,-2.6215649,4,-0.32072166,1.0,0.0,0.5868512,-0.08018041402101517,187500.0
1993,1.6704355,-1.4961073,2,-1.0860649,1.0,0.0,-1.8142015,-0.5430324673652649,59200.0
660,0.5922002,-0.6092283,1,0.019488072,0.0,0.0,0.01154084,0.019488072022795677,194700.0
17175,-0.8433539,0.14974445,1,0.81018764,0.0,1.0,-0.6832749,0.8101876378059387,334600.0
11588,-0.76203185,0.3799056,0,1.2465928,0.0,0.0,-0.94994336,0.0,207400.0
10608,-1.1700983,-0.31090936,0,0.71344644,0.0,0.0,-0.83480245,0.0,236800.0
18580,-0.68086463,0.4031318,1,-0.72978973,0.0,0.0,0.496888,-0.7297897338867188,169700.0
3195,-0.68086463,0.24848022,2,-0.5715781,1.0,0.0,0.3891673,-0.28578904271125793,60200.0
14413,1.2114224,0.05685049,4,0.43388382,0.0,1.0,0.5256166,0.10847095400094986,342200.0
17055,0.51411223,0.66705066,1,1.2361486,0.0,1.0,0.6355191,1.2361485958099365,383200.0
415,1.8225651,0.3750885,1,1.6436545,0.0,0.0,2.9956672,1.643654465675354,371100.0
9536,-0.924826,0.3095249,5,-0.5512395,1.0,0.0,0.5098006,-0.11024789810180664,80700.0
5685,0.19995128,0.9562884,0,1.7346051,0.0,0.0,0.3468365,0.0,396400.0
9814,0.4358511,0.18791263,1,0.1423997,0.0,1.0,0.062065065,0.14239969849586487,278000.0
10002,-1.5815074,0.20383862,5,0.6216734,1.0,0.0,-0.9831811,0.12433468103408814,206400.0
9690,-0.11752352,1.057453,1,-0.18347128,0.0,0.0,0.02156219,-0.18347127735614777,157500.0
10300,-1.1700983,-0.12063241,0,1.4566973,0.0,0.0,-1.7044791,0.0,306400.0
9290,-1.0064436,-0.57497054,1,-0.06502083,0.0,0.0,0.0654398,-0.06502082943916321,67500.0
2476,-0.8433539,-0.5433466,2,-1.1715493,1.0,0.0,0.98803073,-0.5857746601104736,112500.0
17541,0.67012244,-0.49827176,1,-0.19441366,0.0,0.0,-0.13028096,-0.1944136619567871,174500.0
9607,0.5922002,0.74319726,5,-1.0126078,1.0,0.0,-0.5996666,-0.20252156257629395,68300.0
17746,-0.43834656,-0.2618866,1,-0.8477921,0.0,0.0,0.37162676,-0.8477920889854431,133700.0
18556,0.5922002,-0.20490773,1,0.5958757,0.0,1.0,0.3528777,0.5958756804466248,263800.0
2879,0.9802747,0.21888901,2,-1.3535962,1.0,0.0,-1.3268961,-0.6767981052398682,58000.0
13861,-1.6641525,0.8397237,0,1.0319501,1.0,0.0,-1.7173223,0.0,302600.0
20452,-0.68086463,0.8856014,0,0.4257563,0.0,0.0,-0.28988242,0.0,196800.0
9001,1.4414437,-1.0375222,0,0.14897262,0.0,0.0,0.21473564,0.0,179400.0
19012,-0.8433539,1.1776313,1,0.23817395,1.0,0.0,-0.20086493,0.2381739467382431,189700.0
2410,1.0574557,-1.8931358,2,-0.8522132,1.0,0.0,-0.9011777,-0.42610660195350647,73000.0
15134,-0.924826,0.28260386,4,-0.52086455,0.0,0.0,0.4817091,-0.13021613657474518,155700.0
8478,0.51411223,-0.48343775,0,0.89881647,0.0,0.0,0.46209255,0.0,158000.0
8310,-0.68086463,1.193045,0,1.2815546,0.0,1.0,-0.8725652,0.0,463500.0
10810,-0.35785517,-0.68716,0,-0.8265984,0.0,0.0,0.2958025,0.0,192900.0
16355,-0.2775492,0.27089316,5,-0.78897953,1.0,0.0,0.21898064,-0.15779590606689453,98400.0
7744,-0.2775492,1.5132565,0,0.2843829,0.0,0.0,-0.07893025,0.0,232900.0
17508,1.6704355,-0.74508226,1,0.050415274,0.0,0.0,0.08421546,0.0504152737557888,245800.0
2285,-0.11752352,0.12146531,2,-0.43072578,1.0,0.0,0.05062041,-0.21536289155483246,81100.0
17142,1.1345036,-0.031548176,1,0.60248536,0.0,0.0,0.6835218,0.6024853587150574,460200.0
306,1.5942142,-0.7182866,1,-1.482708,0.0,0.0,-2.363754,-1.4827079772949219,91400.0
7572,1.0574557,-0.32164827,0,-1.0927029,0.0,0.0,-1.1554848,0.0,120700.0
11828,-1.9958508,-2.4587243,5,2.2992074,1.0,0.0,-4.588875,0.4598414897918701,312500.0
14088,1.1345036,0.968525,4,0.018149305,0.0,1.0,0.020590452,0.004537326283752918,223000.0
11055,-1.0064436,0.067590706,0,0.65940005,0.0,0.0,-0.66364896,0.0,225000.0
3614,0.74788505,-1.9248296,0,-0.32072166,0.0,0.0,-0.23986293,0.0,175900.0
5832,0.5922002,-1.515012,0,0.86371225,0.0,0.0,0.5114906,0.0,328900.0
12636,-0.19743578,1.6192844,5,-0.9791458,1.0,0.0,0.19331843,-0.19582916498184205,68000.0
9752,-1.4165713,1.5659574,1,1.3217199,0.0,0.0,-1.8723104,1.3217198848724365,291800.0
16846,1.5942142,-0.6092283,1,0.47884306,0.0,1.0,0.7633784,0.4788430631160736,284100.0
2717,-1.0064436,-0.789919,4,-1.8085693,1.0,0.0,1.8202231,-0.4521423280239105,72600.0
16124,1.8225651,0.3720714,1,0.14533909,0.0,0.0,0.26488996,0.14533908665180206,416700.0
6517,-0.19743578,-1.8194295,0,-0.6195077,1.0,0.0,0.12231298,0.0,155400.0
18586,0.4358511,0.04135551,1,0.18487862,0.0,0.0,0.08057955,0.1848786175251007,192200.0
13274,0.19995128,0.32654333,0,0.5997025,1.0,0.0,0.119911276,0.0,192800.0
7303,0.90295583,-1.2143586,0,-0.5773078,0.0,0.0,-0.52128345,0.0,158000.0
7175,1.4414437,-0.830633,0,-0.9052005,0.0,0.0,-1.3047955,0.0,122900.0
3550,-0.2775492,0.44666198,0,1.5372744,0.0,0.0,-0.42666927,0.0,333700.0
10625,-1.5815074,0.042133514,0,1.7736928,0.0,0.0,-2.8051085,0.0,304700.0
14422,-0.11752352,-0.8018351,4,-0.8825158,0.0,1.0,0.103716366,-0.22062894701957703,244400.0
19195,0.5922002,-0.78516597,1,-0.056316145,0.0,0.0,-0.033350434,-0.05631614476442337,161200.0
1554,-1.0064436,0.28648302,1,1.8470544,0.0,0.0,-1.8589561,1.847054362297058,343700.0
3037,-0.8433539,-0.54659903,2,0.5754487,1.0,0.0,-0.48530692,0.2877243459224701,121000.0
12216,-1.9958508,2.1606355,4,0.71909386,0.0,0.0,-1.435204,0.1797734647989273,174200.0
15751,1.8225651,-0.33836037,1,-0.34935197,0.0,0.0,-0.6367167,-0.3493519723415375,500001.0
9809,-0.5190162,0.83381957,1,1.216198,0.0,1.0,-0.6312265,1.2161979675292969,417100.0
17049,-0.19743578,1.3527117,1,1.5743833,0.0,1.0,-0.3108396,1.57438325881958,500001.0
5642,0.5922002,0.26434115,0,0.6233973,0.0,1.0,0.369176,0.0,350000.0
3447,-0.924826,-0.041459594,0,-0.83094203,0.0,0.0,0.76847684,0.0,163700.0
14667,0.51411223,-0.61591285,4,0.4551406,0.0,1.0,0.23399335,0.11378514766693115,174100.0
14550,-1.334286,0.05144785,4,0.9864269,0.0,1.0,-1.3161756,0.2466067224740982,294400.0
14584,0.27877948,-0.7380673,4,0.49446994,0.0,1.0,0.13784806,0.12361748516559601,167800.0
6966,1.2882162,-0.60145164,0,0.6450077,0.0,0.0,0.83090943,0.0,188000.0
3101,-1.6641525,0.4007707,0,1.2205217,1.0,0.0,-2.0311341,0.0,109400.0
3971,0.51411223,0.17249897,0,0.2506763,0.0,0.0,0.12887575,0.0,224900.0
568,-0.5998577,1.8113613,1,0.6308643,0.0,0.0,-0.37842882,0.6308643221855164,228400.0
4454,0.67012244,-2.2374272,0,-1.7375084,0.0,0.0,-1.1643434,0.0,145800.0
16256,0.19995128,-0.933641,5,-0.80656385,1.0,0.0,-0.16127346,-0.16131277084350587,50500.0
3115,-1.1700983,-0.32066953,0,-0.7829995,1.0,0.0,0.9161864,0.0,91700.0
20388,-1.0064436,1.7050028,0,1.8131622,0.0,0.0,-1.8248456,0.0,452100.0
4483,1.4414437,0.1689695,0,-1.8077668,0.0,0.0,-2.605794,0.0,93800.0
18394,-0.8433539,0.83719724,1,0.8823959,0.0,0.0,-0.7441721,0.8823959231376648,269400.0
3360,-0.76203185,1.169854,5,0.018670209,1.0,0.0,-0.014227293,0.0037340417504310606,105700.0
9635,-0.924826,-1.0233959,1,-1.2459799,1.0,0.0,1.1523147,-1.245979905128479,112500.0
14177,0.27877948,0.1418289,4,-0.38785782,0.0,1.0,-0.108126804,-0.09696445614099503,101900.0
2644,-0.2775492,-0.17122509,3,-0.68240887,0.0,0.0,0.18940204,-0.22746962308883667,92500.0
15914,1.8225651,-0.03401953,1,0.08406303,0.0,0.0,0.15321034,0.08406303077936172,230000.0
20485,-0.5998577,1.0316353,0,1.1588163,0.0,0.0,-0.69512486,0.0,235300.0
5853,1.4414437,0.3439576,0,0.9147909,0.0,0.0,1.3186196,0.0,247100.0
15237,-0.5190162,1.4649798,4,0.5853351,0.0,1.0,-0.30379838,0.14633376896381378,500001.0
13846,-1.4989794,0.049899977,0,-0.118177116,1.0,0.0,0.17714506,0.0,98000.0
18098,-0.5190162,1.0141289,1,0.6578717,0.0,0.0,-0.34144607,0.6578717231750488,351200.0
4464,0.51411223,-0.5110628,0,-1.3370147,0.0,0.0,-0.6873756,0.0,139500.0
6315,-0.19743578,0.5696215,0,1.4903587,0.0,0.0,-0.29425013,0.0,382500.0
3043,0.74788505,0.31079355,2,0.4715067,1.0,0.0,0.35263282,0.2357533574104309,78600.0
17483,-0.35785517,0.85020095,2,1.4978273,0.0,1.0,-0.53600526,0.7489136457443237,333800.0
17366,1.1345036,-0.06569939,2,0.111699246,0.0,0.0,0.1267232,0.055849622935056686,181800.0
1599,0.51411223,0.45972538,1,1.8239383,0.0,0.0,0.937709,1.823938250541687,433300.0
17225,1.5178846,0.011395868,2,0.7748393,0.0,1.0,1.1761166,0.3874196410179138,351100.0
9000,1.5942142,0.26499715,0,0.32612187,0.0,0.0,0.51990813,0.0,296800.0
16195,1.8225651,0.38350555,5,-0.23761433,1.0,0.0,-0.4330676,-0.04752286672592163,107600.0
20511,0.90295583,0.016171997,5,-1.2340205,1.0,0.0,-1.114266,-0.2468040943145752,67800.0
12405,-1.5815074,-0.11626952,4,0.20276046,1.0,0.0,-0.32066718,0.05069011449813843,96700.0
14760,-1.9127636,0.41430035,4,-1.4652569,0.0,1.0,2.80269,-0.36631423234939575,125000.0
15688,1.8225651,0.8051825,1,1.6427199,0.0,0.0,2.993964,1.6427198648452759,500001.0
19214,-0.19743578,-0.07330469,1,-1.8401072,0.0,0.0,0.363303,-1.8401072025299072,233300.0
3285,-1.0882025,-0.46136507,3,-0.75144744,1.0,0.0,0.81772697,-0.2504824797312419,108900.0
15710,1.8225651,-0.16762345,1,0.5902295,0.0,0.0,1.0757318,0.5902295112609863,500001.0
9398,0.4358511,-0.64621055,1,1.8059057,0.0,0.0,0.787106,1.8059056997299194,453400.0
7146,1.2882162,-0.789919,0,-0.6384418,0.0,0.0,-0.8224511,0.0,178300.0
18286,0.90295583,0.09630087,1,1.8369263,0.0,0.0,1.6586634,1.8369263410568237,500001.0
15047,-0.68086463,0.77854073,4,1.3545684,0.0,0.0,-0.9222777,0.33864209055900574,296400.0
8015,0.67012244,-0.03319527,0,0.36414382,0.0,0.0,0.24402094,0.0,225200.0
2706,-2.0790422,-0.43226874,4,0.40671062,1.0,0.0,-0.84556854,0.10167765617370605,83200.0
6760,0.4358511,0.5327708,0,0.46968237,0.0,0.0,0.20471157,0.0,306300.0
19354,-0.8433539,0.49923268,1,0.72158045,0.0,0.0,-0.6085477,0.721580445766449,241700.0
7892,-0.8433539,0.2458182,0,1.3355092,0.0,0.0,-1.1263069,0.0,344700.0
10028,-0.68086463,-0.42711282,5,-1.6018114,1.0,0.0,1.0906167,-0.3203622817993164,154900.0
14101,0.19995128,-1.1954721,4,-0.48588508,0.0,1.0,-0.09715334,-0.12147127091884613,151800.0
18158,-0.43834656,1.3717116,1,0.9723344,0.0,0.0,-0.42621943,0.9723343849182129,430100.0
13724,0.67012244,-0.6058924,0,-1.6553864,1.0,0.0,-1.1093116,0.0,72800.0
13191,0.12091529,1.1007284,0,0.6293628,1.0,0.0,0.07609959,0.0,142500.0
6273,0.51411223,-0.7101826,0,0.35901895,0.0,0.0,0.18457603,0.0,151800.0
2395,-0.43834656,-0.18752858,2,0.24476779,1.0,0.0,-0.107293114,0.12238389253616333,125000.0
10855,-1.6641525,1.4107608,0,-0.14513287,0.0,0.0,0.24152322,0.0,181300.0
305,1.1345036,-0.06738609,1,-1.3464931,0.0,0.0,-1.5276012,-1.346493124961853,91200.0
7468,1.0574557,-0.6688821,0,-0.35227314,0.0,0.0,-0.37251323,0.0,138800.0
11170,0.4358511,-1.1274822,0,0.83251184,0.0,0.0,0.3628512,0.0,200000.0
6705,-0.35785517,2.320207,0,0.12460111,0.0,0.0,-0.04458915,0.0,225000.0
13309,-0.43834656,-0.13027361,0,0.575947,1.0,0.0,-0.25246438,0.0,135500.0
574,-0.43834656,1.5142486,1,0.7587706,0.0,0.0,-0.33260447,0.7587705850601196,291700.0
19135,-0.037821658,-0.15686482,1,0.18570137,0.0,0.0,-0.007023534,0.1857013702392578,292700.0
12787,0.74788505,-0.6791483,5,-1.5325248,1.0,0.0,-1.1461524,-0.3065049648284912,71000.0
11038,-0.924826,0.560768,0,2.3154483,0.0,0.0,-2.1413867,0.0,500001.0
9201,-1.0064436,0.02488464,2,-0.76085806,1.0,0.0,0.7657607,-0.3804290294647217,103700.0
19741,-1.0882025,0.9624203,3,-0.8899711,1.0,0.0,0.9684687,-0.2966570258140564,55600.0
9568,-0.68086463,-0.6170287,5,-1.6468586,1.0,0.0,1.1212877,-0.32937171459198,69200.0
15204,-1.5815074,-0.5185565,4,1.7155207,0.0,0.0,-2.7131088,0.4288801848888397,327900.0
17233,0.67012244,0.4687334,2,1.2091774,0.0,0.0,0.8102969,0.6045886874198914,387700.0
7611,0.51411223,-1.1806997,0,-1.5165459,0.0,0.0,-0.77967477,0.0,102500.0
542,-0.8433539,0.50851446,1,0.94553214,0.0,0.0,-0.79741824,0.9455321431159973,265400.0
19250,-1.334286,1.0726254,1,0.6467075,0.0,0.0,-0.8628927,0.6467074751853943,178300.0
4473,0.35740978,-0.7171275,0,-0.99711,0.0,0.0,-0.35637686,0.0,151900.0
2239,-1.5815074,0.18022749,2,-0.15945691,1.0,0.0,0.25218228,-0.07972845435142517,119300.0
8747,-0.037821658,1.9164513,0,0.3706853,0.0,0.0,-0.014019933,0.0,328900.0
6388,0.5922002,-0.6802912,0,1.6169473,1.0,0.0,0.95755655,0.0,484700.0
15553,0.19995128,-0.036495224,4,-0.34860104,0.0,0.0,-0.06970322,-0.08715026080608368,139900.0
19605,0.27877948,-1.2510542,5,-1.2840564,1.0,0.0,-0.35796857,-0.2568112850189209,97900.0
2537,-0.68086463,0.17461069,3,-1.1236291,1.0,0.0,0.7650393,-0.374543031056722,58700.0
11390,-1.0064436,-0.32556787,0,0.48270425,0.0,0.0,-0.4858146,0.0,139200.0
9303,-0.11752352,0.9974954,1,1.379004,0.0,0.0,-0.1620654,1.3790040016174316,342200.0
19266,1.8225651,-2.4273524,1,-1.9261696,0.0,0.0,-3.5105696,-1.9261696338653564,129200.0
9203,-1.0882025,0.38350555,2,-0.5620042,1.0,0.0,0.61157435,-0.28100210428237915,104400.0
11159,0.19995128,-0.117141135,0,0.3655165,0.0,0.0,0.073085494,0.0,225900.0
12335,-1.0064436,-1.204903,4,0.37199083,1.0,0.0,-0.3743878,0.092997707426548,100000.0
15748,1.8225651,0.41371483,1,-1.250296,0.0,0.0,-2.278746,-1.2502959966659546,364300.0
18508,-0.037821658,-0.7733181,1,0.8600966,0.0,1.0,-0.032530278,0.8600965738296509,263100.0
13108,-1.7469116,1.6124259,5,0.75191957,1.0,0.0,-1.313537,0.15038391351699829,150400.0
1678,-1.9958508,1.9878241,1,0.9130443,0.0,0.0,-1.8223002,0.913044273853302,174200.0
10716,-1.9958508,-1.163318,0,1.7974638,0.0,0.0,-3.5874696,0.0,296200.0
18507,0.041660286,-2.3599293,1,1.415137,0.0,1.0,0.058955014,1.4151370525360107,271400.0
10134,0.27877948,-0.5368548,0,0.40408656,0.0,0.0,0.11265104,0.0,230200.0
13839,0.19995128,-0.9523978,0,-1.8724986,1.0,0.0,-0.37440848,0.0,56500.0
14921,-0.76203185,-0.16852313,4,-0.39466256,0.0,1.0,0.30074543,-0.09866563975811005,98100.0
19776,-0.5998577,-0.33047825,3,-1.3868612,1.0,0.0,0.8319194,-0.4622870683670044,79800.0
15549,0.19995128,-0.7322349,4,-0.8240428,0.0,0.0,-0.16476841,-0.20601069927215576,115100.0
15538,-1.334286,-1.2306235,4,-1.9796909,0.0,0.0,2.6414738,-0.4949227273464203,275000.0
118,1.6704355,0.2974157,1,1.2194781,0.0,0.0,2.0370595,1.2194781303405762,327600.0
7256,0.67012244,-0.7497687,0,0.09513384,0.0,0.0,0.063751325,0.0,150500.0
16006,1.7465514,-0.16582558,1,1.35486,0.0,0.0,2.3663325,1.3548599481582642,431000.0
1896,-0.35785517,-0.92741317,5,-0.22654493,1.0,0.0,0.081070274,-0.04530898630619049,101900.0
17893,1.0574557,-2.4099936,1,-0.29480717,0.0,0.0,-0.3117455,-0.29480716586112976,137500.0
6392,0.8254944,0.020138016,0,2.0031166,1.0,0.0,1.6535616,0.0,500001.0
8436,0.8254944,-1.0815591,0,0.80350935,0.0,0.0,0.66329247,0.0,245600.0
14599,-0.35785517,-0.49508503,4,-0.32936153,0.0,1.0,0.11786373,-0.08234038203954697,187500.0
15776,1.8225651,0.9874112,1,0.62221223,0.0,0.0,1.1340222,0.6222122311592102,500001.0
5626,0.67012244,-0.90509397,0,-0.24945016,0.0,0.0,-0.16716215,0.0,160100.0
9771,0.8254944,0.14327104,1,-0.15467529,0.0,0.0,-0.12768358,-0.15467528998851776,190600.0
1147,-0.924826,-0.5881761,5,-1.6289144,1.0,0.0,1.5064623,-0.32578287124633787,83300.0
5087,1.2882162,-0.34033573,0,-1.9305222,0.0,0.0,-2.4869301,0.0,92300.0
19422,1.8225651,-2.1538591,5,-0.17488654,1.0,0.0,-0.3187421,-0.03497730791568756,197500.0
9640,-1.0064436,-0.26758853,5,-0.8213156,1.0,0.0,0.8266078,-0.164263117313385,86300.0
17504,1.2114224,-0.39237618,1,-0.25206667,0.0,0.0,-0.3053592,-0.2520666718482971,181900.0
10655,-1.0882025,-1.1646523,0,-0.835455,0.0,0.0,0.9091442,0.0,350000.0
7238,0.90295583,0.22972684,0,-1.2037649,0.0,0.0,-1.0869466,0.0,151100.0
8196,-0.68086463,1.7402922,0,0.1747745,0.0,1.0,-0.118997775,0.0,242900.0
