,housing_median_age,total_rooms,long_lat_cluster,median_income_Power2,ocean_proximity_INLAND,ocean_proximity_NEAR OCEAN,ocean_proximity_INLAND_multiply_median_income_Power2,median_income_Power2_multiply_long_lat_cluster,median_house_value
10922,0.12091529,-1.534,-1.0213981,0.38875574,0.0,0.0,0.0,-0.39707437,166400.0
3440,0.51411223,0.41078442,-1.0213981,-1.6307784,0.0,0.0,-0.0,1.665674,124000.0
3871,-0.5190162,1.606221,-1.0213981,-0.53152263,0.0,0.0,-0.0,0.5428962,227100.0
16734,0.5922002,0.8514533,0.1210816,-0.11298815,0.0,0.0,-0.0,-0.013680786,253400.0
1577,-1.4165713,1.6371703,0.1210816,1.7368737,0.0,0.0,0.0,0.21030346,359300.0
14749,-0.5190162,0.49978024,1.3600512,0.740935,0.0,1.0,0.0,1.0077095,127600.0
3035,-1.334286,0.48767108,0.73212504,0.5715112,1.0,0.0,0.5715112,0.41841766,149000.0
17289,1.0574557,-0.29635984,0.73212504,1.9277277,0.0,0.0,0.0,1.4113377,500001.0
14840,1.2882162,-0.9411309,1.3600512,-0.8570575,0.0,1.0,-0.0,-1.165642,99600.0
4141,1.6704355,-0.7875416,-1.0213981,-0.31765133,0.0,0.0,-0.0,0.32444847,198000.0
7770,0.5922002,-0.63382405,-1.0213981,0.3587685,0.0,0.0,0.0,-0.36644545,162200.0
19711,-1.0064436,1.3399816,1.5516776,-0.9399532,1.0,0.0,-0.9399532,-1.4585043,114800.0
7615,0.5922002,0.3495066,-1.0213981,-0.2862268,0.0,0.0,-0.0,0.2923515,117700.0
12052,0.35740978,-0.019256562,-1.0213981,-1.086803,1.0,0.0,-1.086803,1.1100584,138200.0
12423,-0.5190162,-2.4117272,1.3600512,-0.48588508,1.0,0.0,-0.48588508,-0.6608286,112500.0
11674,0.5922002,-0.9978636,-1.0213981,-0.08555137,0.0,0.0,-0.0,0.08738201,187200.0
565,1.8225651,0.37870473,0.1210816,-0.36505997,0.0,0.0,-0.0,-0.044202045,266700.0
11982,-1.6641525,2.5421953,-1.0213981,0.86371225,1.0,0.0,0.86371225,-0.88219404,158100.0
14772,-1.1700983,-0.5400983,1.3600512,-0.6503536,0.0,1.0,-0.0,-0.88451415,93600.0
18038,-0.5998577,1.2965978,0.1210816,2.0724669,0.0,0.0,0.0,0.2509376,500001.0
10656,-0.924826,0.37146688,-1.0213981,0.19261101,0.0,0.0,0.0,-0.1967325,275000.0
588,-0.2775492,0.5618117,0.1210816,0.5544365,0.0,0.0,0.0,0.067132056,209200.0
11352,-0.43834656,-1.3241243,-1.0213981,-0.72910416,0.0,0.0,-0.0,0.74470556,156300.0
14279,0.74788505,-1.1874073,1.3600512,-1.823913,0.0,1.0,-0.0,-2.480615,82700.0
12294,-1.2521273,1.954221,1.3600512,-1.2197196,1.0,0.0,-1.2197196,-1.6588811,95600.0
9865,-0.11752352,1.5107734,0.1210816,-0.3798024,0.0,0.0,-0.0,-0.04598708,142100.0
2445,0.4358511,-1.7899419,0.73212504,-1.2110771,1.0,0.0,-1.2110771,-0.88665986,92500.0
15285,0.041660286,0.83635414,1.3600512,0.3630199,0.0,1.0,0.0,0.49372566,245500.0
4521,0.5922002,-0.2392535,-1.0213981,-1.1141875,0.0,0.0,-0.0,1.138029,135300.0
5682,0.8254944,0.3817083,-1.0213981,-0.19868699,0.0,1.0,-0.0,0.20293851,254300.0
3835,-0.11752352,0.7851415,-1.0213981,0.40408656,0.0,0.0,0.0,-0.41273323,245500.0
5992,-0.19743578,0.43634734,-1.0213981,0.48696497,1.0,0.0,0.48696497,-0.49738508,154200.0
10563,-1.1700983,0.581503,-1.0213981,1.8087758,0.0,0.0,0.0,-1.84748,368700.0
16501,-0.35785517,-0.34726468,1.5516776,-0.69586426,1.0,0.0,-0.69586426,-1.079757,169400.0
9610,0.51411223,-0.7827926,1.5516776,-1.450961,1.0,0.0,-1.450961,-2.2514236,57600.0
3423,0.35740978,-1.2633651,-1.0213981,-0.16065367,0.0,0.0,-0.0,0.16409135,131300.0
15978,1.8225651,-0.24676692,0.1210816,0.28099307,0.0,0.0,0.0,0.03402309,390000.0
483,1.8225651,-0.29249847,0.1210816,-0.68866533,0.0,0.0,-0.0,-0.0833847,218800.0
17964,-0.924826,2.2601817,0.1210816,0.4806576,0.0,0.0,0.0,0.05819879,279800.0
11670,-0.037821658,1.0453249,-1.0213981,0.6194084,0.0,0.0,0.0,-0.6326626,202100.0
17881,0.51411223,-0.5239237,0.1210816,1.2390956,0.0,0.0,0.0,0.15003167,236900.0
5892,1.2882162,0.7886494,-1.0213981,0.36695015,0.0,0.0,0.0,-0.37480217,258800.0
7781,-0.35785517,1.298948,-1.0213981,0.41243333,0.0,0.0,0.0,-0.4212586,157700.0
11125,0.51411223,-0.8658057,-1.0213981,-0.460679,0.0,0.0,-0.0,0.47053665,175400.0
13850,-1.0064436,0.61249566,-1.0213981,-0.51626295,1.0,0.0,-0.51626295,0.52730995,115600.0
10739,0.67012244,0.74727154,-1.0213981,1.651904,0.0,1.0,0.0,-1.6872516,500001.0
7825,0.67012244,-1.270222,-1.0213981,0.55056274,0.0,0.0,0.0,-0.5623437,177600.0
11201,-0.924826,-2.0993783,-1.0213981,-1.6697735,0.0,0.0,-0.0,1.7055033,212500.0
14397,0.5922002,-0.14440142,1.3600512,-1.442144,0.0,1.0,-0.0,-1.9613897,205800.0
9970,0.67012244,0.6008961,0.1210816,0.51507205,1.0,0.0,0.51507205,0.062365748,276500.0
15326,-1.0882025,0.88316166,1.3600512,-0.44941288,0.0,1.0,-0.0,-0.61122453,173600.0
3010,0.27877948,-1.9984726,0.73212504,-1.8257432,1.0,0.0,-1.8257432,-1.3366723,150000.0
15274,-1.7469116,0.8888435,1.3600512,-0.26131937,0.0,1.0,-0.0,-0.3554077,367100.0
7673,0.4358511,-0.50679123,-1.0213981,-0.24348728,0.0,0.0,-0.0,0.24869744,165100.0
7306,0.51411223,-0.4540553,-1.0213981,-0.2605819,0.0,0.0,-0.0,0.26615787,154700.0
14754,-0.924826,-1.1981643,1.3600512,-0.53152263,0.0,1.0,-0.0,-0.72289795,134500.0
2174,-1.5815074,-0.9927807,0.73212504,-1.2278656,1.0,0.0,-1.2278656,-0.8989511,81300.0
19317,0.12091529,1.0015806,0.1210816,-0.75315857,0.0,1.0,-0.0,-0.091193646,132500.0
17199,-0.5998577,0.20590153,0.73212504,1.798139,0.0,1.0,0.0,1.3164626,500001.0
8993,1.5178846,0.43462056,-1.0213981,0.8925151,0.0,0.0,0.0,-0.9116132,269100.0
14131,-0.8433539,-0.35620826,1.3600512,-1.4588048,0.0,1.0,-0.0,-1.9840492,125000.0
17693,-0.924826,0.13531753,0.1210816,1.1636684,0.0,0.0,0.0,0.14089882,217000.0
10328,-1.0882025,0.9200504,-1.0213981,1.956189,0.0,0.0,0.0,-1.9980477,410500.0
1311,-1.0882025,0.20795904,0.1210816,0.67403364,1.0,0.0,0.67403364,0.08161307,142600.0
16776,0.51411223,-0.34033573,0.1210816,0.046234798,0.0,1.0,0.0,0.0055981833,256100.0
4533,1.2882162,-1.8241017,-1.0213981,-1.4053767,0.0,0.0,-0.0,1.435449,139600.0
7752,0.12091529,-1.2936264,-1.0213981,-0.8345187,0.0,0.0,-0.0,0.85237575,182800.0
20123,-1.4989794,-2.0438085,-1.0213981,-1.0847527,0.0,0.0,-0.0,1.1079643,262500.0
9605,0.51411223,-0.047273356,1.5516776,-0.65181065,1.0,0.0,-0.65181065,-1.0114,87800.0
7415,1.0574557,-1.1169324,-1.0213981,-0.7208825,0.0,0.0,-0.0,0.736308,143400.0
10651,0.041660286,0.849366,-1.0213981,0.5902295,0.0,0.0,0.0,-0.60285926,500001.0
10294,-1.0064436,1.5806174,-1.0213981,0.48270425,0.0,0.0,0.0,-0.4930332,206100.0
6082,0.19995128,-0.5870729,-1.0213981,0.088023745,0.0,0.0,0.0,-0.08990728,189600.0
2722,-0.924826,-0.93239444,1.3600512,-0.972867,1.0,0.0,-0.972867,-1.3231488,63100.0
2801,1.0574557,0.13095856,0.73212504,-0.6313299,1.0,0.0,-0.6313299,-0.4622124,64900.0
7983,1.2114224,-0.23270482,-1.0213981,0.36757338,0.0,0.0,0.0,-0.37543875,175100.0
15145,-1.0064436,0.599885,1.3600512,1.0016919,0.0,0.0,0.0,1.3623523,186500.0
17356,-0.8433539,0.29099652,0.73212504,0.79132795,0.0,0.0,0.0,0.579351,195700.0
4927,0.74788505,-0.34528252,-1.0213981,-1.4773121,0.0,0.0,-0.0,1.5089238,108200.0
10606,-1.6641525,-0.11365753,-1.0213981,0.9403061,0.0,0.0,0.0,-0.96042687,192200.0
11675,0.4358511,-0.12763828,-1.0213981,0.8586571,0.0,0.0,0.0,-0.87703073,212600.0
20464,-0.11752352,-0.622615,-1.0213981,0.71929705,0.0,0.0,0.0,-0.73468864,186600.0
2069,0.12091529,-0.47921693,0.73212504,-1.2110771,1.0,0.0,-1.2110771,-0.88665986,67900.0
20105,-0.924826,0.69560623,1.5516776,-0.8742914,1.0,0.0,-0.8742914,-1.3566184,120100.0
20572,-0.11752352,0.5983615,1.5516776,-0.5965595,1.0,0.0,-0.5965595,-0.92566806,126700.0
18850,1.2882162,-0.6894535,1.1032661,-1.8052464,1.0,0.0,-1.8052464,-1.9916672,71900.0
2533,-0.43834656,0.28906372,1.1032661,-0.79896915,1.0,0.0,-0.79896915,-0.88147557,70000.0
176,1.8225651,-0.47710946,0.1210816,-1.1558574,0.0,0.0,-0.0,-0.13995306,140600.0
6037,1.7465514,-1.9121284,-1.0213981,-1.6813381,1.0,0.0,-1.6813381,1.7173154,98800.0
11067,-0.2775492,2.3327744,-1.0213981,-0.12787221,0.0,0.0,-0.0,0.13060842,197900.0
11180,-0.68086463,-1.4384588,-1.0213981,-0.21810114,0.0,0.0,-0.0,0.22276808,350000.0
11696,-0.5998577,1.3882421,-1.0213981,0.6211885,0.0,0.0,0.0,-0.6344808,160500.0
6232,-0.2775492,-0.24959247,-1.0213981,-0.13609456,0.0,0.0,-0.0,0.13900672,170800.0
18652,-0.11752352,1.0104504,0.1210816,-0.80024946,0.0,1.0,-0.0,-0.096895486,234600.0
18461,-0.924826,-2.3205192,0.1210816,0.69628227,0.0,0.0,0.0,0.08430697,500001.0
2350,-1.2521273,-0.32458726,0.73212504,0.1734648,1.0,0.0,0.1734648,0.12699793,83600.0
9512,1.8225651,-0.7159687,1.1032661,-0.8096351,0.0,0.0,-0.0,-0.89324296,112900.0
3734,0.12091529,-1.8757879,-1.0213981,0.39643767,0.0,0.0,0.0,-0.40492067,216700.0
470,1.8225651,-0.39541855,0.1210816,-1.2671081,0.0,0.0,-0.0,-0.15342347,156900.0
4448,1.4414437,-0.7439119,-1.0213981,-1.465901,0.0,0.0,-0.0,1.4972684,191700.0
7802,1.1345036,-0.8743574,-1.0213981,0.52222866,0.0,0.0,0.0,-0.53340334,166000.0
8595,0.35740978,-0.7827926,-1.0213981,1.0013121,0.0,0.0,0.0,-1.0227383,359400.0
14628,-0.924826,-1.5855335,1.3600512,-0.72473663,0.0,1.0,-0.0,-0.9856789,67500.0
8263,1.2882162,0.03432096,-1.0213981,-0.4125034,0.0,1.0,-0.0,0.42133015,220000.0
6364,0.35740978,0.27089316,-1.0213981,1.4184306,1.0,0.0,1.4184306,-1.4487822,500001.0
14691,0.27877948,-0.47605643,1.3600512,-0.118177116,0.0,1.0,-0.0,-0.16072692,178100.0
12173,-0.924826,0.73043203,1.3600512,-1.0230825,1.0,0.0,-1.0230825,-1.3914446,89300.0
5733,0.19995128,1.4818708,-1.0213981,1.5281829,0.0,0.0,0.0,-1.560883,446100.0
8736,-0.76203185,0.9310671,-1.0213981,0.97422713,0.0,0.0,0.0,-0.99507374,310000.0
120,0.9802747,0.33590105,0.1210816,1.2537314,0.0,0.0,0.0,0.15180379,366100.0
14336,1.2114224,-1.7131909,1.3600512,-1.5621161,0.0,1.0,-0.0,-2.124558,262500.0
6164,0.67012244,-0.9991355,-1.0213981,-0.18025951,0.0,0.0,-0.0,0.18411672,189000.0
8360,1.2882162,0.10077643,-1.0213981,1.0833255,0.0,0.0,0.0,-1.1065066,188200.0
7597,0.27877948,-1.0055026,-1.0213981,-1.1161426,0.0,0.0,-0.0,1.140026,98300.0
16030,1.8225651,-1.202206,0.1210816,0.45923153,0.0,0.0,0.0,0.055604488,231900.0
13144,1.1345036,-0.16492732,1.5516776,-0.4470432,1.0,0.0,-0.4470432,-0.69366693,136800.0
19264,0.51411223,-1.0208337,0.1210816,-0.9516423,0.0,0.0,-0.0,-0.115226366,145000.0
268,1.8225651,0.28260386,0.1210816,0.51507205,0.0,0.0,0.0,0.062365748,164400.0
17992,0.12091529,0.90813637,0.1210816,-0.059393954,0.0,0.0,-0.0,-0.0071915146,260000.0
7574,1.2882162,-0.9063296,-1.0213981,-0.037395686,0.0,0.0,-0.0,0.038195882,110700.0
9205,-1.7469116,0.76255506,0.73212504,-0.40652335,1.0,0.0,-0.40652335,-0.29762593,147800.0
6944,0.67012244,-0.8342527,-1.0213981,-0.021578766,0.0,0.0,-0.0,0.02204051,160700.0
1837,0.51411223,-1.0439628,0.1210816,-0.941384,0.0,0.0,-0.0,-0.11398428,141700.0
10447,-1.1700983,0.6861591,1.3600512,1.4603537,0.0,1.0,0.0,1.9861557,358800.0
9903,0.35740978,1.1879269,0.1210816,0.97770476,0.0,0.0,0.0,0.11838205,281100.0
2727,-0.43834656,-0.34825644,1.3600512,-1.7590828,1.0,0.0,-1.7590828,-2.3924427,60400.0
18421,-1.1700983,0.7580796,0.1210816,0.36064538,0.0,0.0,0.0,0.043667518,236200.0
283,-0.5190162,2.6198082,0.1210816,1.2638268,0.0,0.0,0.0,0.15302618,371000.0
18708,0.51411223,-0.022523867,1.1032661,-0.5518371,1.0,0.0,-0.5518371,-0.6088232,75600.0
18829,-0.2775492,0.18302776,1.1032661,-0.662267,1.0,0.0,-0.662267,-0.7306568,64600.0
14018,1.8225651,-1.3815953,1.3600512,-0.76333845,0.0,1.0,-0.0,-1.0381793,225000.0
3167,0.19995128,1.6247438,0.73212504,-1.334887,1.0,0.0,-1.334887,-0.9773042,54600.0
2449,-1.0064436,0.41254374,0.73212504,0.45199212,1.0,0.0,0.45199212,0.33091477,120900.0
451,0.12091529,-0.6081157,0.1210816,-1.4308115,0.0,0.0,-0.0,-0.17324495,268800.0
2103,1.7465514,-0.62037903,0.73212504,-0.16776252,1.0,0.0,-0.16776252,-0.12282314,70100.0
5003,1.6704355,-0.40559143,-1.0213981,0.4820029,0.0,0.0,0.0,-0.49231684,194300.0
13375,-2.0790422,1.5219067,-1.0213981,1.0280217,1.0,0.0,1.0280217,-1.0500194,206300.0
5766,0.12091529,-2.675568,-1.0213981,0.87156343,0.0,0.0,0.0,-0.8902132,162500.0
4305,0.27877948,0.07975682,-1.0213981,-1.2388254,0.0,0.0,-0.0,1.2653339,226700.0
15316,-0.76203185,-0.14706418,1.3600512,-1.7290882,0.0,1.0,-0.0,-2.3516483,166100.0
6771,1.8225651,-0.31480762,-1.0213981,0.18707153,0.0,0.0,0.0,-0.1910745,364800.0
8398,1.0574557,0.30825624,-1.0213981,-0.53152263,0.0,0.0,-0.0,0.5428962,177500.0
6829,1.2882162,-1.038809,-1.0213981,0.64330626,0.0,0.0,0.0,-0.65707177,244800.0
2334,0.27877948,-1.049124,0.73212504,-1.6278204,1.0,0.0,-1.6278204,-1.191768,54600.0
12814,-1.6641525,2.9601717,1.5516776,0.1380525,1.0,0.0,0.1380525,0.21421295,134500.0
12954,-1.1700983,2.4677238,1.5516776,-0.7655623,1.0,0.0,-0.7655623,-1.1879059,121200.0
10409,-1.9958508,-0.7768674,-1.0213981,1.2938502,0.0,0.0,0.0,-1.3215361,260800.0
13313,0.51411223,0.28841853,-1.0213981,-1.6563927,1.0,0.0,-1.6563927,1.6918362,113200.0
13258,-0.924826,0.91807145,-1.0213981,-0.76060134,1.0,0.0,-0.76060134,0.77687675,137500.0
2127,-1.0882025,0.205213,0.73212504,-0.3068782,1.0,0.0,-0.3068782,-0.22467323,74600.0
2767,-1.0882025,-0.13027361,1.3600512,-1.2543709,1.0,0.0,-1.2543709,-1.7060087,54300.0
5852,0.8254944,-0.08692203,-1.0213981,0.043737255,0.0,0.0,0.0,-0.04467315,250000.0
2414,-1.0882025,-0.71481067,0.73212504,-1.4386643,1.0,0.0,-1.4386643,-1.0532821,63300.0
18034,-0.19743578,0.33465677,0.1210816,1.2943938,0.0,0.0,0.0,0.15672727,335900.0
8286,1.8225651,0.08126944,-1.0213981,0.43526465,0.0,1.0,0.0,-0.44457847,393900.0
5599,0.5922002,0.091809064,-1.0213981,-0.29067993,0.0,0.0,-0.0,0.2968999,182300.0
3736,0.27877948,0.9041406,-1.0213981,0.031647895,0.0,0.0,0.0,-0.0323251,312700.0
5859,1.2882162,-0.5132015,-1.0213981,0.15364446,0.0,0.0,0.0,-0.15693215,235500.0
11436,-0.35785517,1.169854,-1.0213981,1.1755177,0.0,0.0,0.0,-1.2006714,289800.0
6924,0.74788505,0.111901574,-1.0213981,0.19329375,0.0,0.0,0.0,-0.19742987,171000.0
12929,-1.0882025,1.7934213,1.5516776,1.078899,1.0,0.0,1.078899,1.6741034,232300.0
6817,0.74788505,-0.18026307,-1.0213981,0.27570105,0.0,0.0,0.0,-0.2816005,205200.0
20077,-1.0064436,-0.57058436,1.5516776,-0.7900896,1.0,0.0,-0.7900896,-1.2259643,118800.0
17833,-0.924826,0.044467516,0.1210816,1.1262882,0.0,0.0,0.0,0.13637277,199100.0
9691,0.35740978,0.6998351,0.1210816,-0.08127706,0.0,0.0,-0.0,-0.009841156,158100.0
17794,1.0574557,0.53009796,0.1210816,0.13987657,0.0,0.0,0.0,0.01693648,167900.0
17060,0.12091529,0.5529067,0.1210816,0.15726264,0.0,1.0,0.0,0.01904161,427600.0
20288,-0.2775492,-0.46660116,-1.0213981,0.33082998,0.0,1.0,0.0,-0.3379091,188000.0
3706,-0.43834656,-0.19299781,-1.0213981,-1.1863749,0.0,0.0,-0.0,1.211761,162500.0
9993,-0.924826,-1.4014082,1.5516776,0.09369949,1.0,0.0,0.09369949,0.1453914,163500.0
18376,-1.1700983,1.5035464,0.1210816,1.9017147,0.0,0.0,0.0,0.23026265,459200.0
6773,0.5922002,1.618829,-1.0213981,0.22317149,0.0,0.0,0.0,-0.22794692,319700.0
8683,0.19995128,0.63735646,-1.0213981,0.23857439,0.0,0.0,0.0,-0.24367942,298400.0
9578,-0.037821658,0.046798814,1.5516776,-1.3445245,1.0,0.0,-1.3445245,-2.0862684,83000.0
7876,-0.35785517,0.7244628,-1.0213981,-0.71205914,0.0,0.0,-0.0,0.7272958,168200.0
11866,-1.4165713,-1.2881067,1.1032661,-1.4906296,1.0,0.0,-1.4906296,-1.644561,137500.0
6942,0.5922002,-0.57826537,-1.0213981,0.36875656,0.0,0.0,0.0,-0.37664723,165800.0
13230,-1.0064436,0.52097064,-1.0213981,1.4179081,1.0,0.0,1.4179081,-1.4482485,392900.0
13768,-1.1700983,1.5351381,1.3600512,-1.2866906,1.0,0.0,-1.2866906,-1.7499651,173200.0
3233,-0.43834656,-2.3944123,0.73212504,-0.91272044,1.0,0.0,-0.91272044,-0.66822547,100000.0
14608,-0.037821658,0.783385,1.3600512,0.7579778,0.0,1.0,0.0,1.0308886,204000.0
17749,0.35740978,-1.1526628,0.1210816,0.3843783,0.0,0.0,0.0,0.04654114,165000.0
16421,0.041660286,-1.9280097,1.5516776,-0.71874094,1.0,0.0,-0.71874094,-1.1152542,103100.0
12278,-1.8297834,-2.6215649,1.3600512,-0.32072166,1.0,0.0,-0.32072166,-0.43619785,187500.0
1993,1.6704355,-1.4961073,0.73212504,-1.0860649,1.0,0.0,-1.0860649,-0.7951353,59200.0
660,0.5922002,-0.6092283,0.1210816,0.019488072,0.0,0.0,0.0,0.0023596468,194700.0
17175,-0.8433539,0.14974445,0.1210816,0.81018764,0.0,1.0,0.0,0.098098814,334600.0
11588,-0.76203185,0.3799056,-1.0213981,1.2465928,0.0,0.0,0.0,-1.2732674,207400.0
10608,-1.1700983,-0.31090936,-1.0213981,0.71344644,0.0,0.0,0.0,-0.7287128,236800.0
18580,-0.68086463,0.4031318,0.1210816,-0.72978973,0.0,0.0,-0.0,-0.08836411,169700.0
3195,-0.68086463,0.24848022,0.73212504,-0.5715781,1.0,0.0,-0.5715781,-0.41846663,60200.0
14413,1.2114224,0.05685049,1.3600512,0.43388382,0.0,1.0,0.0,0.59010416,342200.0
17055,0.51411223,0.66705066,0.1210816,1.2361486,0.0,1.0,0.0,0.14967485,383200.0
415,1.8225651,0.3750885,0.1210816,1.6436545,0.0,0.0,0.0,0.1990163,371100.0
9536,-0.924826,0.3095249,1.5516776,-0.5512395,1.0,0.0,-0.5512395,-0.85534596,80700.0
5685,0.19995128,0.9562884,-1.0213981,1.7346051,0.0,0.0,0.0,-1.7717223,396400.0
9814,0.4358511,0.18791263,0.1210816,0.1423997,0.0,1.0,0.0,0.017241983,278000.0
10002,-1.5815074,0.20383862,1.5516776,0.6216734,1.0,0.0,0.6216734,0.9646367,206400.0
9690,-0.11752352,1.057453,0.1210816,-0.18347128,0.0,0.0,-0.0,-0.022214996,157500.0
10300,-1.1700983,-0.12063241,-1.0213981,1.4566973,0.0,0.0,0.0,-1.4878678,306400.0
9290,-1.0064436,-0.57497054,0.1210816,-0.06502083,0.0,0.0,-0.0,-0.0078728255,67500.0
2476,-0.8433539,-0.5433466,0.73212504,-1.1715493,1.0,0.0,-1.1715493,-0.8577206,112500.0
17541,0.67012244,-0.49827176,0.1210816,-0.19441366,0.0,0.0,-0.0,-0.023539918,174500.0
9607,0.5922002,0.74319726,1.5516776,-1.0126078,1.0,0.0,-1.0126078,-1.5712409,68300.0
17746,-0.43834656,-0.2618866,0.1210816,-0.8477921,0.0,0.0,-0.0,-0.10265202,133700.0
18556,0.5922002,-0.20490773,0.1210816,0.5958757,0.0,1.0,0.0,0.07214958,263800.0
2879,0.9802747,0.21888901,0.73212504,-1.3535962,1.0,0.0,-1.3535962,-0.99100167,58000.0
13861,-1.6641525,0.8397237,-1.0213981,1.0319501,1.0,0.0,1.0319501,-1.0540318,302600.0
20452,-0.68086463,0.8856014,-1.0213981,0.4257563,0.0,0.0,0.0,-0.43486667,196800.0
9001,1.4414437,-1.0375222,-1.0213981,0.14897262,0.0,0.0,0.0,-0.15216035,179400.0
19012,-0.8433539,1.1776313,0.1210816,0.23817395,1.0,0.0,0.23817395,0.028838482,189700.0
2410,1.0574557,-1.8931358,0.73212504,-0.8522132,1.0,0.0,-0.8522132,-0.62392664,73000.0
15134,-0.924826,0.28260386,1.3600512,-0.52086455,0.0,0.0,-0.0,-0.70840245,155700.0
8478,0.51411223,-0.48343775,-1.0213981,0.89881647,0.0,0.0,0.0,-0.9180494,158000.0
8310,-0.68086463,1.193045,-1.0213981,1.2815546,0.0,1.0,0.0,-1.3089774,463500.0
10810,-0.35785517,-0.68716,-1.0213981,-0.8265984,0.0,0.0,-0.0,0.844286,192900.0
16355,-0.2775492,0.27089316,1.5516776,-0.78897953,1.0,0.0,-0.78897953,-1.2242419,98400.0
7744,-0.2775492,1.5132565,-1.0213981,0.2843829,0.0,0.0,0.0,-0.29046816,232900.0
17508,1.6704355,-0.74508226,0.1210816,0.050415274,0.0,0.0,0.0,0.0061043617,245800.0
2285,-0.11752352,0.12146531,0.73212504,-0.43072578,1.0,0.0,-0.43072578,-0.31534514,81100.0
17142,1.1345036,-0.031548176,0.1210816,0.60248536,0.0,0.0,0.0,0.072949894,460200.0
306,1.5942142,-0.7182866,0.1210816,-1.482708,0.0,0.0,-0.0,-0.17952865,91400.0
7572,1.0574557,-0.32164827,-1.0213981,-1.0927029,0.0,0.0,-0.0,1.1160846,120700.0
11828,-1.9958508,-2.4587243,1.5516776,2.2992074,1.0,0.0,2.2992074,3.5676286,312500.0
14088,1.1345036,0.968525,1.3600512,0.018149305,0.0,1.0,0.0,0.024683984,223000.0
11055,-1.0064436,0.067590706,-1.0213981,0.65940005,0.0,0.0,0.0,-0.67350996,225000.0
3614,0.74788505,-1.9248296,-1.0213981,-0.32072166,0.0,0.0,-0.0,0.32758448,175900.0
5832,0.5922002,-1.515012,-1.0213981,0.86371225,0.0,0.0,0.0,-0.88219404,328900.0
12636,-0.19743578,1.6192844,1.5516776,-0.9791458,1.0,0.0,-0.9791458,-1.5193186,68000.0
9752,-1.4165713,1.5659574,0.1210816,1.3217199,0.0,0.0,0.0,0.16003595,291800.0
16846,1.5942142,-0.6092283,0.1210816,0.47884306,0.0,1.0,0.0,0.057979085,284100.0
2717,-1.0064436,-0.789919,1.3600512,-1.8085693,1.0,0.0,-1.8085693,-2.4597468,72600.0
16124,1.8225651,0.3720714,0.1210816,0.14533909,0.0,0.0,0.0,0.01759789,416700.0
6517,-0.19743578,-1.8194295,-1.0213981,-0.6195077,1.0,0.0,-0.6195077,0.6327639,155400.0
18586,0.4358511,0.04135551,0.1210816,0.18487862,0.0,0.0,0.0,0.022385398,192200.0
13274,0.19995128,0.32654333,-1.0213981,0.5997025,1.0,0.0,0.5997025,-0.61253494,192800.0
7303,0.90295583,-1.2143586,-1.0213981,-0.5773078,0.0,0.0,-0.0,0.5896611,158000.0
7175,1.4414437,-0.830633,-1.0213981,-0.9052005,0.0,0.0,-0.0,0.92457,122900.0
3550,-0.2775492,0.44666198,-1.0213981,1.5372744,0.0,0.0,0.0,-1.5701691,333700.0
10625,-1.5815074,0.042133514,-1.0213981,1.7736928,0.0,0.0,0.0,-1.8116465,304700.0
14422,-0.11752352,-0.8018351,1.3600512,-0.8825158,0.0,1.0,-0.0,-1.2002666,244400.0
19195,0.5922002,-0.78516597,0.1210816,-0.056316145,0.0,0.0,-0.0,-0.0068188487,161200.0
1554,-1.0064436,0.28648302,0.1210816,1.8470544,0.0,0.0,0.0,0.2236443,343700.0
3037,-0.8433539,-0.54659903,0.73212504,0.5754487,1.0,0.0,0.5754487,0.4213004,121000.0
12216,-1.9958508,2.1606355,1.3600512,0.71909386,0.0,0.0,0.0,0.97800446,174200.0
15751,1.8225651,-0.33836037,0.1210816,-0.34935197,0.0,0.0,-0.0,-0.042300094,500001.0
9809,-0.5190162,0.83381957,0.1210816,1.216198,0.0,1.0,0.0,0.14725919,417100.0
17049,-0.19743578,1.3527117,0.1210816,1.5743833,0.0,1.0,0.0,0.19062884,500001.0
5642,0.5922002,0.26434115,-1.0213981,0.6233973,0.0,1.0,0.0,-0.6367368,350000.0
3447,-0.924826,-0.041459594,-1.0213981,-0.83094203,0.0,0.0,-0.0,0.8487226,163700.0
14667,0.51411223,-0.61591285,1.3600512,0.4551406,0.0,1.0,0.0,0.6190145,174100.0
14550,-1.334286,0.05144785,1.3600512,0.9864269,0.0,1.0,0.0,1.341591,294400.0
14584,0.27877948,-0.7380673,1.3600512,0.49446994,0.0,1.0,0.0,0.6725044,167800.0
6966,1.2882162,-0.60145164,-1.0213981,0.6450077,0.0,0.0,0.0,-0.65880966,188000.0
3101,-1.6641525,0.4007707,-1.0213981,1.2205217,1.0,0.0,1.2205217,-1.2466385,109400.0
3971,0.51411223,0.17249897,-1.0213981,0.2506763,0.0,0.0,0.0,-0.2560403,224900.0
568,-0.5998577,1.8113613,0.1210816,0.6308643,0.0,0.0,0.0,0.07638606,228400.0
4454,0.67012244,-2.2374272,-1.0213981,-1.7375084,0.0,0.0,-0.0,1.7746878,145800.0
16256,0.19995128,-0.933641,1.5516776,-0.80656385,1.0,0.0,-0.80656385,-1.2515271,50500.0
3115,-1.1700983,-0.32066953,-1.0213981,-0.7829995,1.0,0.0,-0.7829995,0.7997542,91700.0
